domain,ground_truth.content,ground_truth.doc_ids,ground_truth.keypoints,ground_truth.references,language,prediction,query.content,query.query_id,query.query_type
Law,"According to the judgment of Riverside, Glenwood, Court, the defendant X. Morgan was sentenced to 5 years imprisonment, 3 years probation, and fined $600,000; according to the judgment of Trenton, Vandalia, Court, the defendant G. Torres was sentenced to three years of fixed-term imprisonment, with a suspension for five years, and a fine of $30,000.","[122, 131]","['1. X. Morgan was sentenced to 5 years imprisonment, 3 years probation, and fined $600,000 by Riverside, Glenwood, Court.', '2. G. Torres was sentenced to three years of fixed-term imprisonment, with a suspension for five years, and fined $30,000 by Trenton, Vandalia, Court.']","['**Sentence**: The defendant, X. Morgan, is sentenced to 5 years imprisonment, with 3 years probation post-release and a fine of $600,000.', 'This sentence takes into account the significant financial loss incurred by the state, the deliberate and calculated nature of the crimes committed, the compelling evidence presented by the prosecution, and the absence of a prior criminal record.', '**Sentence**: Three years of fixed-term imprisonment, suspended for five years, and a fine of $30,000.', ""The sentence represents a balanced approach, recognizing the severity of the crime while acknowledging the defendant's cooperation, lack of prior offenses, and proactive steps to prevent future occurrences.""]",en,"{'content': '', 'references': []}","According to the judgment of Riverside, Glenwood, Court and Trenton, Vandalia, Court, what were the sentences for the defendants X. Morgan and G. Torres?",4897,Multi-document Information Integration Question
Law,"X. Morgan was sentenced to five years of imprisonment, while G. Torres was sentenced to three years of fixed-term imprisonment. X. Morgan's sentencing time is longer.","[122, 131]","['1. X. Morgan was sentenced to five years of imprisonment.', '2. G. Torres was sentenced to three years of fixed-term imprisonment.', ""3. X. Morgan's sentencing time is longer.""]","['**Sentence**: The defendant, X. Morgan, is sentenced to 5 years imprisonment, with 3 years probation post-release and a fine of $600,000.', '**Sentence**: Three years of fixed-term imprisonment, suspended for five years, and a fine of $30,000.']",en,"{'content': '', 'references': []}","According to the judgment of Riverside Glenwood Court and Trenton Vandalia Court, whose sentencing time is longer, X. Morgan or G. Torres?",4898,Multi-document Comparison Question
Law,"X. Morgan was fined $600,000, while G. Torres was fined $30,000. X. Morgan's total fine amount is greater.","[122, 131]","['1. X. Morgan was fined $600,000.', '2. G. Torres was fined $30,000.', ""3. X. Morgan's total fine amount is greater.""]","['**Sentence**: The defendant, X. Morgan, is sentenced to 5 years imprisonment, with 3 years probation post-release and a fine of $600,000.', '**Sentence**: Three years of fixed-term imprisonment, suspended for five years, and a fine of $30,000.']",en,"{'content': '', 'references': []}","According to the judgment of Riverside Glenwood Court and Trenton Vandalia Court, whose total fine amount is greater, X. Morgan or G. Torres?",4899,Multi-document Comparison Question
Law,"G. Torres' judgment time is earlier, as it was on 20th March 2023, while X. Morgan's judgment time was on 10th August 2023.","[122, 131]","[""1. G. Torres' judgment time is earlier."", ""2. G. Torres' judgment date was on 20th March 2023."", ""3. X. Morgan's judgment date was on 10th August 2023.""]","['This judgment has been recorded and issued under the authority of Riverside, Glenwood Court on this 10th day of August, 2023.', '**Judgment Issued on 20th March 2023**']",en,"{'content': '', 'references': []}","According to the judgment of Riverside Glenwood Court and Trenton Vandalia Court, whose judgment time is earlier, X. Morgan or G. Torres?",4900,Multi-document Time Sequence Question
Law,"According to the judgment of Glenwood, Quailwood, Court, the defendant Y. Nelson is a Barista; according to the judgment of Ashland, Charleston, Court, the defendant T. Collins is a Registered Nurse.","[139, 126]","['1. According to the judgment of Glenwood, Quailwood, Court, the defendant Y. Nelson is a Barista.', '2. According to the judgment of Ashland, Charleston, Court, the defendant T. Collins is a Registered Nurse.']","['*Occupation:* Barista', 'Occupation: Registered Nurse']",en,"{'content': '', 'references': []}","According to the judgment of Glenwood, Quailwood, Court and Ashland, Charleston, Court, what are the occupations of the defendants Y. Nelson and T. Collins?",4901,Multi-document Information Integration Question
Law,"According to the judgment of Glenwood, Quailwood, Court, the defendant Y. Nelson committed the Crime of Picking Quarrels and Provoking Trouble; according to the judgment of Ashland, Charleston, Court, the defendant T. Collins committed the Crime of Negligent Homicide.","[139, 126]","['1. Y. Nelson committed the Crime of Picking Quarrels and Provoking Trouble according to the judgment of Glenwood, Quailwood, Court.', '2. T. Collins committed the Crime of Negligent Homicide according to the judgment of Ashland, Charleston, Court.']","['The defendant, Y. Nelson, is charged with the Crime of Picking Quarrels and Provoking Trouble as specified under Article No. 293 of the Criminal Code.', 'T. Collins stands charged under the statute defined in Article No. 133, accused of committing the crime of Negligent Homicide.']",en,"{'content': '', 'references': []}","According to the judgment of Glenwood, Quailwood, Court and Ashland, Charleston, Court, what crimes did the defendants Y. Nelson and T. Collins commit respectively?",4902,Multi-document Information Integration Question
Law,"According to the judgment of Glenwood, Quailwood, Court, the judgment date for the case involving Y. Nelson is 10th June, 2023; according to the judgment of Ashland, Charleston, Court, the judgment date for the case involving T. Collins is 15th October, 2024.","[139, 126]","['1. The judgment date for the case involving Y. Nelson at Glenwood, Quailwood, Court is 10th June, 2023.', '2. The judgment date for the case involving T. Collins at Ashland, Charleston, Court is 15th October, 2024.']","['June 10, 2023', '15th October 2024']",en,"{'content': '', 'references': []}","According to the judgment of Glenwood, Quailwood, Court and Ashland, Charleston, Court, what are the judgment dates for the cases involving Y. Nelson and T. Collins?",4903,Multi-document Information Integration Question
Law,"According to the judgment of Glenwood, Quailwood, Court, Y. Nelson was sentenced to three years of fixed-term imprisonment; according to the judgment of Ashland, Charleston, Court, T. Collins was sentenced to three years of fixed-term imprisonment.","[139, 126]","['1. Y. Nelson was sentenced to three years of fixed-term imprisonment by Glenwood, Quailwood, Court.', '2. T. Collins was sentenced to three years of fixed-term imprisonment by Ashland, Charleston, Court.']","['Accordingly, Y. Nelson is sentenced to three years of fixed-term imprisonment.', 'T. Collins is hereby sentenced to serve a fixed-term imprisonment of 3 years.']",en,"{'content': '', 'references': []}","According to the judgment of Glenwood, Quailwood, Court and Ashland, Charleston, Court, what sentences were given to the defendants Y. Nelson and T. Collins?",4904,Multi-document Information Integration Question
Law,"According to the judgment of Glenwood, Quailwood, Court, the chief judge for the case of Y. Nelson was H. Ruiz; according to the judgment of Ashland, Charleston, Court, the chief judge for the case of T. Collins was L. Nguyen.","[139, 126]","['1. The chief judge for the case of Y. Nelson at Glenwood, Quailwood, Court was H. Ruiz.', '2. The chief judge for the case of T. Collins at Ashland, Charleston, Court was L. Nguyen.']","['H. Ruiz', 'L. Nguyen']",en,"{'content': '', 'references': []}","According to the judgment of Glenwood, Quailwood, Court and Ashland, Charleston, Court, who were the chief judges presiding over the cases of Y. Nelson and T. Collins?",4905,Multi-document Information Integration Question
Law,"Both Y. Nelson and T. Collins were sentenced to three years of fixed-term imprisonment. Therefore, their sentencing times are the same.","[139, 126]","['1. Both Y. Nelson and T. Collins were sentenced to three years of fixed-term imprisonment.', '2. Their sentencing times are the same.']","['This court finds the defendant, Y. Nelson, guilty of the Crime of Picking Quarrels and Provoking Trouble under Article No. 293 of the Criminal Code.', 'Accordingly, Y. Nelson is sentenced to three years of fixed-term imprisonment.', 'Having meticulously examined the evidence presented, and considering both the mitigating and aggravating factors, this court finds T. Collins guilty of the Crime of Negligent Homicide pursuant to Article No. 133.', 'T. Collins is hereby sentenced to serve a fixed-term imprisonment of 3 years.']",en,"{'content': '', 'references': []}","According to the judgment of Glenwood, Quailwood, Court and Ashland, Charleston, Court, whose sentencing time is longer, Y. Nelson or T. Collins?",4906,Multi-document Comparison Question
Law,"Y. Nelson's judgment date is 10th June, 2023, while T. Collins's judgment date is 15th October, 2024. Therefore, Y. Nelson's judgment date is earlier.","[139, 126]","[""1. Y. Nelson's judgment date is 10th June, 2023."", ""2. T. Collins's judgment date is 15th October, 2024."", ""3. Y. Nelson's judgment date is earlier.""]","['June 10, 2023', '**Date of Judgment:**']",en,"{'content': '', 'references': []}","According to the judgment of Glenwood, Quailwood, Court and Ashland, Charleston, Court, whose judgment date is earlier, Y. Nelson or T. Collins?",4907,Multi-document Time Sequence Question
Law,"According to the judgment of Trenton, Vandalia, Court, the defendant G. Torres is the owner of a retail store; according to the judgment of Danbury, Pinehurst, Court, the defendant P. Anderson is a Senior Government Auditor.","[122, 134]","['1. G. Torres is the owner of a retail store according to the judgment of Trenton, Vandalia, Court.', '2. P. Anderson is a Senior Government Auditor according to the judgment of Danbury, Pinehurst, Court.']","['Occupation: Owner of a Retail Store', '**Occupation:** Senior Government Auditor']",en,"{'content': '', 'references': []}","According to the judgment of Trenton, Vandalia, Court and Danbury, Pinehurst, Court, what are the occupations of the defendants G. Torres and P. Anderson?",4908,Multi-document Information Integration Question
Law,"According to the judgment of Trenton, Vandalia, Court, the defendant G. Torres committed the Crime of Selling Counterfeit Registered Trademark Goods; according to the judgment of Danbury, Pinehurst, Court, the defendant P. Anderson committed the Crime of Bending the Law for Personal Gain.","[122, 134]","['1. G. Torres committed the Crime of Selling Counterfeit Registered Trademark Goods according to the judgment of Trenton, Vandalia, Court.', '2. P. Anderson committed the Crime of Bending the Law for Personal Gain according to the judgment of Danbury, Pinehurst, Court.']","['G. Torres was charged under Article No. 214 for the Crime of Selling Counterfeit Registered Trademark Goods.', 'The evidence substantiated that she knowingly engaged in the distribution of counterfeit luxury items, misleading consumers and infringing on the trademark rights of the authentic brands.', '**Crime**: Crime of Selling Counterfeit Registered Trademark Goods', 'The defendant, P. Anderson, stood accused of violating Article No. 397, specifically charged with the Crime of Bending the Law for Personal Gain.', 'Having thoroughly examined the aforementioned evidence and considerations, this court finds P. Anderson guilty of the Crime of Bending the Law for Personal Gain under Article No. 397.']",en,"{'content': '', 'references': []}","According to the judgment of Trenton, Vandalia, Court and Danbury, Pinehurst, Court, what crimes did the defendants G. Torres and P. Anderson commit respectively?",4909,Multi-document Information Integration Question
